"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"285","upload_type","1","-99","Upload Type",NULL,"0",NULL,NULL,NULL,"Determine format of uploaded data (0 = Upload as ASCII text, 1 = Upload as binary data)",NULL,NULL
"286","sample_period","s","-9999999","Sample Period",NULL,"0",NULL,NULL,NULL,"Duration of each pressure measurement",NULL,NULL
"288","event_count","count","-9999999","Event Count",NULL,"0",NULL,NULL,NULL,"Number of logged events",NULL,NULL
"289","bytes_used","1","-9999999","Bytes Used",NULL,"0",NULL,NULL,NULL,"Number of bytes stored in memory",NULL,NULL
"290","bytes_free","1","-9999999","Bytes Free",NULL,"0",NULL,NULL,NULL,"Number of additional bytes that can be stored in memory",NULL,NULL
"291","manufacturer","1","empty","Manufacturer",NULL,"0",NULL,NULL,NULL,"Instrument manufacturer",NULL,NULL
"293","firmware_date","1","empty","Firmware Date",NULL,"0",NULL,NULL,NULL,"Firmware date",NULL,NULL
"294","hardware_version","1","empty","Hardware Version",NULL,"0",NULL,NULL,NULL,"Hardware version",NULL,NULL
"295","pcb_serial_number","1","empty","PCB Serial Number",NULL,"0",NULL,NULL,NULL,"Printed Circuit Board (PCB) serial number",NULL,NULL
"296","pcb_type","1","empty","PCB Type",NULL,"0",NULL,NULL,NULL,"Event type of PCB",NULL,NULL
"297","manufacture_date","1","empty","Manufacture Date",NULL,"0",NULL,NULL,NULL,"Date of manufacture",NULL,NULL
"298","number_events","1","-9999999","Number Events",NULL,"0",NULL,NULL,NULL,"Sum of recorded events",NULL,NULL
"299","power_on_reset","1","-9999999","Power on Reset",NULL,"0",NULL,NULL,NULL,"Event type 'PowerOnReset'",NULL,NULL
"300","power_fail_reset","1","-9999999","Power Fail Reset",NULL,"0",NULL,NULL,NULL,"Event type PowerFailReset",NULL,NULL
"302","serial_byte_error","1","-9999999","Serial Byte Error",NULL,"0",NULL,NULL,NULL,"Event type SerialByteErr",NULL,NULL
"303","command_buffer_overflow","1","-9999999","Command Buffer Overflow",NULL,"0",NULL,NULL,NULL,"Event type CmdBuffOflow",NULL,NULL
"304","serial_receive_overflow","1","-9999999","Serial Receive Overflow",NULL,"0",NULL,NULL,NULL,"Event type SerialRxOflow",NULL,NULL
"305","low_battery","1","-9999999","Low Battery",NULL,"0",NULL,NULL,NULL,"Event type LowBattery",NULL,NULL
"307","signal_error","1","-9999999","Signal Error",NULL,"0",NULL,NULL,NULL,"Event type SignalError",NULL,NULL
"308","error_10","1","-9999999","Error 10",NULL,"0",NULL,NULL,NULL,"Event type Error 10",NULL,NULL
"309","error_12","1","-9999999","Error 12",NULL,"0",NULL,NULL,NULL,"Event type Error 12",NULL,NULL
"310","frame_header","1","empty","Frame Header",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"311","frame_type","1","empty","Frame Type",NULL,"0",NULL,NULL,NULL,"Frame Type",NULL,NULL
"312","serial_number","1","empty","Serial Number",NULL,"0",NULL,NULL,NULL,"Serial Number",NULL,NULL
"313","date_of_sample","1","-9999","Date of Sample",NULL,"0",NULL,NULL,NULL,"Date of Sample",NULL,NULL
"314","time_of_sample","h","-9999999","Time of Sample",NULL,NULL,NULL,NULL,NULL,"Time of Sample",NULL,NULL
"315","nitrate_concentration","uMol L-1","-9999999","Dissolved Nitrate Concentration",NULL,NULL,NULL,NULL,"NITRDIS_L1","Dissolved Nitrate Concentration, uncorrected for temperature and salinity effects.","1","Science Data"
"316","aux_fitting_1","1","-9999999","Aux Fitting 1",NULL,"4",NULL,NULL,NULL,"Aux Fitting 1",NULL,NULL
"317","aux_fitting_2","1","-9999999","Aux Fitting 2",NULL,"4",NULL,NULL,NULL,"Aux Fitting 2",NULL,NULL
"318","aux_fitting_3","1","-9999999","Aux Fitting 3",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"319","rms_error","uMol L-1","-9999999","RMS Error",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"320","temp_interior","deg_C","-9999999","Interior Temperature",NULL,"4",NULL,NULL,NULL,"Interior Temperature",NULL,NULL
"321","temp_spectrometer","deg_C","-9999999","Spectrometer Temperature",NULL,"4",NULL,NULL,NULL,"Spectrometer Temperature",NULL,NULL
"322","temp_lamp","deg_C","-9999999","Lamp Temperature",NULL,"4",NULL,NULL,NULL,"Lamp Temperature",NULL,NULL
"324","humidity","%","-9999999","Internal Humidity",NULL,"4",NULL,NULL,NULL,"Humidity",NULL,NULL
"325","voltage_lamp","V","-9999999","Lamp Voltage",NULL,"4",NULL,NULL,NULL,"Lamp Voltage",NULL,NULL
"326","voltage_analog","V","-9999999","Analog Voltage",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"327","voltage_main","V","-9999999","Main Voltage",NULL,"4",NULL,NULL,NULL,"Main Voltage",NULL,NULL
"328","ref_channel_average","counts","-9999999","Reference Channel Average",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"329","ref_channel_variance","1","-9999999","Reference Channel Variance",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"330","sea_water_dark","counts","-9999999","Seawater Dark Counts",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"331","spec_channel_average","counts","-9999999","Spectral Channel Average",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"332","spectral_channels","counts","65535","UV Absorption Spectra",NULL,"0",NULL,NULL,"NITROPT_L0","UV Absorption Spectra is an array of values produced by the NUTNR instrument class and is based on the ultraviolet (UV) absorption characteristics of the components of seawater, including dissolved nitrate. Units: counts","0","Unprocessed Data"
"333","checksum","1","0","Data Checksum",NULL,"0",NULL,NULL,NULL,"Data checksum.",NULL,NULL
"334","startup_time","seconds since 1970-01-01","-9999999","Startup Time, UTC",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"335","persistor_cf_card","1","empty",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"336","persistor_bios","1","empty",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"337","persistor_picodos_version","1","empty",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"338","persistor_picodos_bytes_used","bytes","-9999999",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"339","cf_card_size","bytes","-9999999","CF Card Size",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"340","cf_card_free","bytes","-9999999","CF Card Available Space",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"343","previous_shutdown_code","1","empty","Previous Shutdown Code",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"345","operating_mode","1","empty","Operating Mode",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"346","use_shutter_darks","1","-9","Use Shutter Darks",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"347","lamp_time","s","-9999999","Lamp Time",NULL,"0",NULL,NULL,NULL,"Elapsed time lamp has been on in seconds",NULL,NULL
"348","spec_on_time","seconds since 1970-01-01","-9999999","Spec on Time, UTC",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"349","spec_powered_time","seconds since 1970-01-01","-9999999","Spec Powered Time, UTC",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"350","lamp_on_time","seconds since 1970-01-01","-9999999","Lamp on Time, UTC",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"351","lamp_powered_time","seconds since 1970-01-01","-9999999","Lamp Powered Time, UTC",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"352","data_log_file","1","empty",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"353","unique_id","1","0","Instrument Unique ID",NULL,"0",NULL,NULL,NULL,"A 1 byte hash of the SAMI name and calibration.",NULL,NULL
"354","record_length","1","0","Record Length",NULL,"0",NULL,NULL,NULL,"A 1 byte value indicating the length of the record. Records can be up to 255 bytes long",NULL,NULL
"355","record_type","1","0","Record Type",NULL,"0",NULL,NULL,NULL,"Record type",NULL,NULL
"356","record_time","seconds since 1904-01-01","0","Record Time, UTC",NULL,"0",NULL,NULL,NULL,"Time of control record in seconds since January 1, 1904.",NULL,NULL
"357","light_measurements","counts","-9999","Light Measurements",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"358","voltage_battery","counts","-9999","Voltage Battery",NULL,"0",NULL,NULL,NULL,"Battery voltage in counts.",NULL,NULL
"359","thermistor_raw","counts","-9999","CO2W Internal Thermistor Temperature",NULL,"0",NULL,NULL,"CO2THRM_L0","CO2W Thermistor Temperature refers to the internal instrument temperature of the pCO2 Water sensor, as measured by the thermistor (in volts). It is used to determine salinity and temperature dependent molar absorptivities in the seawater sample in order to make an accurate pCO2 in seawater estimation. Units: counts",NULL,"Unprocessed Data"
"360","pump_on","1","-99","Pump On",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"361","valve_on","1","-99","Valve On",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"362","external_power_on","1","-99","External Power On",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"363","debug_led","1","-99","Debug LED",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"364","debug_echo","1","-99","Debug Echo",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"365","elapsed_time_config","s","0","Elapsed Time Since Configuration",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"366","clock_active","1","-99","Clock Active",NULL,"0",NULL,NULL,NULL,"Is the clock active?",NULL,NULL
"367","recording_active","1","-99","Recording Active",NULL,"0",NULL,NULL,NULL,"Is recording active?",NULL,NULL
"368","record_end_on_time","1","-99","Record End on Time",NULL,"0",NULL,NULL,NULL,"Not all time measurements collected",NULL,NULL
"369","record_memory_full","1","-99","Record Memory Full",NULL,"0",NULL,NULL,NULL,"Recording memory is full?",NULL,NULL
"370","record_end_on_error","1","-99","Record End on Error",NULL,"0",NULL,NULL,NULL,"Recording failed or was aborted by user.",NULL,NULL
"371","data_download_ok","1","-99","Data Download Ok",NULL,"0",NULL,NULL,NULL,"Data downloaded?",NULL,NULL
"372","flash_memory_open","1","-99","Flash Memory Open",NULL,"0",NULL,NULL,NULL,"Is the flash memory open",NULL,NULL
"373","battery_low_prestart","1","-99","Battery Error Fatal",NULL,"0",NULL,NULL,NULL,"Battery low or missing before start",NULL,NULL
"374","battery_low_measurement","1","-99","Battery Low Measurement",NULL,"0",NULL,NULL,NULL,"Battery low during measurement cycle",NULL,NULL
"375","battery_low_bank","1","-99","Battery Low Bank",NULL,"0",NULL,NULL,NULL,"Battery low during bank cycle",NULL,NULL
"376","battery_low_external","1","-99","Battery Low External",NULL,"0",NULL,NULL,NULL,"Battery low while powering external devices",NULL,NULL
"377","external_device1_fault","1","-99","External Device Fault",NULL,"0",NULL,NULL,NULL,"Device 1 external fault.",NULL,NULL
"378","flash_erased","1","-99","Flash Erased",NULL,"0",NULL,NULL,NULL,"Was the flash memory erased?",NULL,NULL
"379","power_on_invalid","1","-99","Power on Invalid",NULL,"0",NULL,NULL,NULL,"Power on flags invalid",NULL,NULL
"380","launch_time","seconds since 1904-01-01","0","Launch Time, UTC",NULL,"0",NULL,NULL,NULL,"Launch time recorded in seconds since January 1, 1904",NULL,NULL
"381","start_time_offset","s","-9999999","Start Time Offset",NULL,"0",NULL,NULL,NULL,"Elapsed time between launch and start, in seconds.",NULL,NULL
"382","recording_time","s","-9999999","Recording Time",NULL,"0",NULL,NULL,NULL,"Elapsed time between start and stop, in seconds.",NULL,NULL
"383","pmi_sample_schedule","1","-99","PMI Sample Schedule",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"384","sami_sample_schedule","1","-99","SAMI Sample Schedule",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"385","slot1_follows_sami_sample","1","-99","Slot1 Follows SAMI Sample",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"386","slot1_independent_schedule","1","-99","Slot1 Independent Schedule",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"387","slot2_follows_sami_sample","1","-99","Slot2 Follows SAMI Sample",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"388","slot2_independent_schedule","1","-99","Slot2 Independent Schedule",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"389","slot3_follows_sami_sample","1","-99","Slot3 Follows SAMI Sample",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"390","slot3_independent_schedule","1","-99","Slot3 Independent Schedule",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"391","timer_interval_sami","s","-9999999","Timer Interval SAMI",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"392","driver_id_sami","1","-99","Driver Id SAMI",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"393","parameter_pointer_sami","1","-99","Parameter Pointer SAMI",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"394","timer_interval_device1","s","-9999999","Timer Interval Device1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"395","driver_id_device1","1","-99","Driver Id Device1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"396","parameter_pointer_device1","1","-99","Parameter Pointer Device1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"397","timer_interval_device2","s","-9999999","Timer Interval Device2",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"398","driver_id_device2","1","-99","Driver Id Device2",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"399","parameter_pointer_device2","1","-99","Parameter Pointer Device2",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"400","timer_interval_device3","s","-9999999","Timer Interval Device3",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"401","driver_id_device3","1","-99","Driver Id Device3",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"402","parameter_pointer_device3","1","-99","Parameter Pointer Device3",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"403","timer_interval_prestart","s","-9999999","Timer Interval Prestart",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"404","driver_id_prestart","1","-99","Driver Id Prestart",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"405","parameter_pointer_prestart","1","-99","Parameter Pointer Prestart",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"406","use_baud_rate_57600","1","-99","Use Baud Rate 9600",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"407","send_record_type","1","-99","Send Record Type Early",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"408","send_live_records","1","-99","Send Live Records",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"409","extend_global_config","1","-99","Extend Global Config",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"410","pump_pulse","s","0","Pump Pulse",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"411","pump_on_to_measure","s","0","Pump on to Measure",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"412","samples_per_measure","counts","0","Samples Per Measure",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"413","cycles_between_blanks","counts","0","Cycles Between Blanks",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"414","num_reagent_cycles","counts","0","Num Reagent Cycles",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"415","num_blank_cycles","counts","0","Num Blank Cycles",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"416","flush_pump_interval","s","0","Flush Pump Interval",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"417","disable_start_blank_flush","1","-99","Blank Flush on Start",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"418","measure_after_pump_pulse","1","-99","Pump Pulse Post Measure",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"421","resistivity_5","V","-9999999","Resistivity V1",NULL,"3",NULL,NULL,"TRHPHR1_L0","Raw resistivity voltage at 1x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits, resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data-product computation chooses the most highly resolved, on-scale, resistivity data value and assigns a chloride concentration based on that value.","0","Unprocessed Data"
"422","resistivity_x1","V","-9999999","Resistivity V2",NULL,"3",NULL,NULL,"TRHPHR2_L0","Raw resistivity voltage at 5x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits, resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data-product computation chooses the most highly resolved, on-scale, resistivity data value and assigns a chloride concentration based on that value.","0",NULL
"423","resistivity_x5","V","-9999999","Resistivity V3",NULL,"3",NULL,NULL,"TRHPHR3_L0","Raw resistivity voltage at 25x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits, resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data-product computation chooses the most highly resolved, on-scale, resistivity data value and assigns a chloride concentration based on that value","0",NULL
"424","hydrogen_5","V","-9999999","Hydrogen Sensor 1x Gain",NULL,"3",NULL,NULL,NULL,NULL,NULL,NULL
"425","hydrogen_x1","V","-9999999","Hydrogen Sensor 5x Gain",NULL,"3",NULL,NULL,NULL,NULL,NULL,NULL
"426","hydrogen_x5","V","-9999999","Hydrogen Sensor 25x Gain",NULL,"3",NULL,NULL,NULL,NULL,NULL,NULL
"427","eh_sensor","V","-9999999","Vent Fluid Oxidation Reduction-Potential Measurement",NULL,"3",NULL,NULL,"TRHPHVO_L0","Oxidation-Reduction Potential Measurement is the tendency of a vent fluid, and the chemical species within it, to acquire electrons (i.e. be reduced). The more positive the potential, the greater the affinity for electrons and tendency to be reduced. Used to calculate Vent Fluid Oxidation-Reduction Potential (ORP). Units: Volts","0",NULL
"428","ref_temp_volts","V","-9999999","Reference Thermistor Temperature Measurement",NULL,"3",NULL,NULL,"TRHPHVS_L0","The Reference Thermistor Temperature is measured by the Temperature-Resistivity Probe Instrument and used to calculate Vent Fluid Temperature from TRHPH. Units: Volts","0","Unprocessed Data"
"429","ref_temp_degc","deg_C","-9999999","Reference Thermistor Temperature",NULL,"3",NULL,NULL,NULL,"Calculated reference thermistor temperature measured in degrees Celcius.",NULL,NULL
"430","resistivity_temp_volts","V","-9999999","Thermocouple Temperature Measurement",NULL,"3",NULL,NULL,"TRHPHVC_L0","Thermocouple Temperature is measured by the Temperature-Resistivity Probe Instrument and is used to calculate Vent Fluid Temperature from TRHPH. Units: Volts","0","Unprocessed Data"
"431","resistivity_temp_degc","deg_C","-9999999","Resistivity Temperature",NULL,"3",NULL,NULL,NULL,"Calculated thermocouple temperature measured in degrees Celcius.",NULL,NULL
"432","battery_voltage","V","-9999999","Battery Voltage",NULL,"3",NULL,NULL,NULL,"Instrument battery voltage reported in volts.",NULL,NULL
"433","error_code","1","0","Error Code",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"434","analog1","1","0","Analog 1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"435","sound_speed_analog2","m s-1","-9999999","Speed of Sound",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
