id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
414,num_reagent_cycles,counts,,Num Reagent Cycles,,0,,,,Number of reagent cycles,ENG,Engineering
415,num_blank_cycles,counts,,Num Blank Cycles,,0,,,,Number of blank cycles,ENG,Engineering
416,flush_pump_interval,s,,Flush Pump Interval,,0,,,,Flush Pump Interval,ENG,Engineering
417,disable_start_blank_flush,1,,Blank Flush On Start,,0,,,,Disables collecting a blank the for the first record collected after configuring the device.,ENG,Engineering
418,measure_after_pump_pulse,1,,Pump Pulse Post Measure,,0,,,,Collects measurement after each pump pulse,ENG,Engineering
421,resistivity_5,V,,Resistivity V1,,3,,,TRHPHR1,Raw resistivity voltage at 1x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits- resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data product computation chooses the most highly resolved- on-scale- resistivity data value and assigns a chloride concentration based on that value.,L0,Science
422,resistivity_x1,V,,Resistivity V2,,3,,,TRHPHR2,Raw tresistivity voltage at 5x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits- resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data product computation chooses the most highly resolved- on-scale- resistivity data value and assigns a chloride concentration based on that value.,L0,Science
423,resistivity_x5,V,,Resistivity V3,,3,,,TRHPHR3,Raw resistivity voltage at 25x gain. This parameter is one of three resistivity data values that may be used to compute the Vent Fluid Chloride Concentration. The potential across the resistivity electrodes is amplified using three different circuits- resulting in three data values between 0-4V reflecting gains of 1- 5 and 25. The data product computation chooses the most highly resolved- on-scale- resistivity data value and assigns a chloride concentration based on that value.,L0,Science
427,eh_sensor,V,,Vent Fluid Oxidation Reduction-Potential Measurement,,3,,,TRHPHVO,Oxidation-Reduction Potential Measurement is the tendency of a vent fluid and the chemical species within it to acquire electrons (i.e. be reduced). The more positive the potential- the greater the affinity for electrons and tendency to be reduced. This unprocessed measurement is used to calculate the Vent Fluid Oxidation-Reduction Potential (ORP). Units: Volts,L0,Science
428,ref_temp_volts,V,,Reference Thermistor Temperature Measurement,,3,,,TRHPHVS,The Reference Thermistor Temperature is measured by the Temperature-Resistivity Probe Instrument and used to calculate Vent Fluid Temperature from TRHPH. Units: Volts,L0,Science
429,ref_temp_degc,deg_C,,Reference Thermistor Temperature,,3,,,,This is the reference thermistor temperature that is calculated onboard the instrument- measured in degrees Celcius.,L1,Science
430,resistivity_temp_volts,V,,Thermocouple Temperature Measurement,,3,,,TRHPHVC,Thermocouple Temperature is measured by the Temperature-Resistivity Probe Instrument and is used to calculate Vent Fluid Temperature from TRHPH. Units: Volts,L0,Science
431,resistivity_temp_degc,deg_C,,Thermocouple Temperature,,3,,,,This is the thermocouple temperature data product that is calculated onboard the instrument- measured in degrees Celcius. This product is used to calculate the Vent Fluid Absolute Temperature data product.,L1,Science
432,battery_voltage,V,,Battery Voltage,,3,,,,Instrument battery voltage reported in volts.,ENG,Engineering
433,error_code,1,,Error Code,,0,,,,Error Code,ENG,Engineering
434,analog1,1,,Analog 1,,0,,,,Analog 1,ENG,Engineering
436,heading,rad,,Instrument Heading,,1,,,,Instrument Heading,AUX,Auxiliary
437,pitch,degrees,,Instrument Pitch,platform_pitch_angle,1,,,,The rotated angle about the pitch-axis relative to the horizontal plane.  Rotation follows the right hand rule designation; i.e. with the r.h. thumb pointing in the rotation axis directio- positive rotation is in the direction of the curled fingers.,ENG,Engineering
438,roll,degrees,,Instrument Roll,platform_roll_angle,1,,,,The rotated angle about the roll-axis relative to the horizontal plane.  Rotation follows the right hand rule designation; i.e. with the r.h. thumb pointing in the rotation axis direction- positive rotation is in the direction of the curled fingers.,ENG,Engineering
439,status,1,,Status,,0,,,,Status,ENG,Engineering
440,temperature,deg_C,,Seawater Temperature,sea_water_temperature,2,,,TEMPWAT,Seawater temperature near the sensor. Units: degrees Celsius,L1,Science
441,velocity_beam1,mm s-1,,Eastward Mean Point Seawater Velocity,eastward_sea_water_velocity,3,,,VELPTMN-VLE,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the eastward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: mm s-1",L0,Science
442,velocity_beam2,mm s-1,,Northward Mean Point Seawater Velocity,northward_sea_water_velocity,3,,,VELPTMN-VLN,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the northward component of mean point seawater velocity in earth coordinates relative to true north (accounted for magnetic variation). Units: mm s-1",L0,Science
443,velocity_beam3,mm s-1,,Upward Mean Point Seawater Velocity,upward_sea_water_velocity,3,,,VELPTMN-VLU,"Mean Point Seawater Velocity refers to the velocity (speed and direction) of a single ""point"" of water (in this case- a volume of several square meters) averaged over time-scales associated with surface gravity waves. This instrument estimates water velocity by measuring the Doppler shift of acoustic signals reflected by particles suspended in the water. This data product is the upward component of mean point seawater velocity. Units: mm s-1",L0,Science
444,amplitude_beam1,counts,,Amplitude- Beam 1,,0,,,,Amplitude- Beam 1,ENG,Engineering
445,amplitude_beam2,counts,,Amplitude- Beam 2,,0,,,,Amplitude- Beam 2,ENG,Engineering
446,amplitude_beam3,counts,,Amplitude- Beam 3,,0,,,,Amplitude- Beam 3,ENG,Engineering
447,records_to_follow,1,,Number of Records to Follow,,0,,,,Number of Records to Follow,ENG,Engineering
448,cell_number_diagnostics,1,,Cell Number Diagnostics,,0,,,,Cell Number Diagnostics,ENG,Engineering
449,noise_amplitude_beam1,counts,,Noise Amplitude- Beam 1- counts,,0,,,,Noise Amplitude - Beam 1,ENG,Engineering
450,noise_amplitude_beam2,counts,,Noise Amplitude- Beam 2- counts,,0,,,,Noise Amplitude - Beam 2,ENG,Engineering
451,noise_amplitude_beam3,counts,,Noise Amplitude- Beam 3- counts,,0,,,,Noise Amplitude - Beam 3,ENG,Engineering
452,noise_amplitude_beam4,counts,,Noise Amplitude- Beam 4- counts,,0,,,,Noise Amplitude - Beam 4,ENG,Engineering
453,processing_magnitude_beam1,1,,Processing Magnitude- Beam 1,,0,,,,Processing Magnitude - Beam 1,ENG,Engineering
454,processing_magnitude_beam2,1,,Processing Magnitude- Beam 2,,0,,,,Processing Magnitude - Beam 2,ENG,Engineering
455,processing_magnitude_beam3,1,,Processing Magnitude- Beam 3,,0,,,,Processing Magnitude - Beam 3,ENG,Engineering
456,processing_magnitude_beam4,1,,Processing Magnitude- Beam 4,,0,,,,Processing Magnitude - Beam 4,ENG,Engineering
457,distance_beam1,1,,Distance- Beam 1,,0,,,,Distance - Beam 1,ENG,Engineering
458,distance_beam2,1,,Distance- Beam 2,,0,,,,Distance - Beam 2,ENG,Engineering
459,distance_beam3,1,,Distance- Beam 3,,0,,,,Distance - Beam 3,ENG,Engineering
460,distance_beam4,1,,Distance- Beam 4,,0,,,,Distance - Beam 4,ENG,Engineering
461,instrmt_type_serial_number,1,,Instrument Type and Serial Number,,0,,,,Instrument Type And Serial Number,ENG,Engineering
462,recorder_installed,1,,Recorder Installed,,0,,,,Recorder Installed (0=No- 1=Yes)?,ENG,Engineering
463,compass_installed,1,,Compass Installed,,0,,,,Compass Installed (0=No- 1=Yes)?,ENG,Engineering
464,board_frequency,kHz,,Board Frequency,,0,,,,Board Frequency in KHz,ENG,Engineering
465,pic_version,1,,PIC Code Version Number,,0,,,,PIC Code Version Number,ENG,Engineering
466,hardware_revision,1,,Hardware Revision,,0,,,,Hardware Revision,ENG,Engineering
467,recorder_size,bytes,,Recorder size,,0,,,,Recorder Size (*65536 Bytes),ENG,Engineering
468,velocity_range,1,,Velocity Range,,0,,,,Velocity Range (0=Normal- 1=High),ENG,Engineering
470,pressure_sensor,1,,Pressure Sensor,,0,,,,Pressure Sensor Present (0=No- 1=Yes)?,ENG,Engineering
471,magnetometer_sensor,1,,Magnetometer Sensor,,0,,,,Magnetometer Sensor Present (0=No- 1=Yes)?,ENG,Engineering
472,tilt_sensor,1,,Tilt Sensor,,0,,,,Tilt Sensor Present (0=No- 1=Yes)?,ENG,Engineering
473,tilt_sensor_mounting,1,,Tilt Sensor Mounting,,0,,,,Tilt Sensor Mounting (0=Up- 1=Down)?,ENG,Engineering
474,head_frequency,kHz,,Head Frequency,,0,,,,Head Frequency in KHz,ENG,Engineering
475,head_type,1,,Head Type,,0,,,,Head Type,ENG,Engineering
476,head_serial_number,1,,Head Serial Number,,0,,,,Head Serial Number,ENG,Engineering
477,system_data,1,,System Data,,0,,,,System Data,ENG,Engineering
478,number_beams,1,,Number Beams,,0,,,,Number Of Beams,ENG,Engineering
479,transmit_pulse_length,counts,,Transmit Pulse Length,,0,,,,Transmit Pulse Length,ENG,Engineering
480,blanking_distance,counts,,Blanking Distance,,0,,,,Blanking Distance,ENG,Engineering
481,receive_length,counts,,Receive Length,,0,,,,Receive Length,ENG,Engineering
482,time_between_pings,counts,,Time Between Pings,,0,,,,Time Between Pings,ENG,Engineering
483,time_between_bursts,counts,,Time Between Bursts,,0,,,,Time Between Burst Sequences,ENG,Engineering
484,number_pings,1,,Number of Pings,,0,,,,Number Of Beam Sequences Per Burst,ENG,Engineering
485,average_interval,sec,,Average Interval,,0,,,,Average Interval In Seconds For Vector:  Average interval = 512/Sampling Rate,ENG,Engineering
487,profile_type,1,,Profile Type,,0,,,,Profile (0=Single- 1=Continuous),ENG,Engineering
488,mode_type,1,,Mode Type,,0,,,,Mode (0=Burst- 1=Continuous),ENG,Engineering
489,power_level_tcm1,1,,Power Level Tcm1,,0,,,,Power Level (0=1- 1=2- 0=3- 1=4),ENG,Engineering
490,power_level_tcm2,1,,Power Level Tcm2,,0,,,,Power Level (0 0 1 1 ),ENG,Engineering
491,sync_out_position,1,,Sync Out Position,,0,,,,Synchout Position (0=Middle Of Sample- 1=End Of Sample (Vector)),ENG,Engineering
492,sample_on_sync,1,,Sample On Sync,,0,,,,Sample On Synch (0=Disabled-1=Enabled- Rising Edge),ENG,Engineering
493,start_on_sync,1,,Start On Sync,,0,,,,Start On Synch (0=Disabled-1=Enabled- Rising Edge),ENG,Engineering
494,power_level_pcr1,1,,Power Level Pcr1,,0,,,,Power Level (0=1- 1=2- 0=3- 1=4),ENG,Engineering
495,power_level_pcr2,1,,Power Level Pcr2,,0,,,,Power Level (0 0 1 1 ),ENG,Engineering
496,compass_update_rate,hz,,Compass Update Rate,,0,,,,Compass Update Rate,ENG,Engineering
497,coordinate_system,1,,Coordinate System,,0,,,,Coordinate System (0=ENU- 1=XYZ- 2=BEAM),ENG,Engineering
498,number_cells,1,,Number Cells,,0,,,,Number Of Cells,ENG,Engineering
499,cell_size,m,,Cell Size,,0,,,,Cell Size,ENG,Engineering
500,measurement_interval,sec,,Measurement Interval,,0,,,,Measurement Interval,ENG,Engineering
501,deployment_name,1,,Deployment Name,,0,,,,Recorder Deployment Name,,
501,deployment_name,1,,Deployment Name,,0,,,,Recorder Deployment Name,ENG,Engineering
502,wrap_mode,1,,Wrap Mode,,0,,,,Recorder Wrap Mode (0=NO WRAP- 1=WRAP WHEN FULL),ENG,Engineering
503,deployment_start_time,1,,Deployment Start Time,,0,,,,Deployment Start Time,ENG,Engineering
504,diagnostics_interval,s,,Diagnostics Interval- s,,0,,,,Number Of Seconds Between Diagnostics Measurements,ENG,Engineering
505,use_specified_sound_speed,1,,Use Specified Sound Speed,,0,,,,Use User Specified Sound Speed (0=No- 1=Yes),ENG,Engineering
506,diagnostics_mode_enable,1,,Diagnostics Mode Enable,,0,,,,Diagnostics/Wave Mode 0=Disable- 1=Enable),ENG,Engineering
507,analog_output_enable,1,,Analog Output Enable,,0,,,,Analog Output Mode (0=Disable- 1=Enable),ENG,Engineering
508,output_format_nortek,1,,Output Format Nortek,,0,,,,Output Format (0=Vector- 1=ADV),ENG,Engineering
509,scaling,1,,Scaling,,0,,,,Scaling (0=1 Mm- 1=0.1 Mm),ENG,Engineering
510,serial_output_enable,1,,Serial Output Enable,,0,,,,Serial Output (0=Disable- 1=Enable),ENG,Engineering
511,stage_enable,1,,Stage Enable,,0,,,,Stage (0=Disable- 1=Enable),ENG,Engineering
512,analog_power_output,1,,Analog Power Output,,0,,,,Output Power For Analog Input (0=Disable- 1=Enable),ENG,Engineering
513,sound_speed_adjust_factor,m s-1,,Sound Speed Adjust Factor- m/s,,0,,,,User Input Sound Speed Adjustment Factor,ENG,Engineering
514,number_diagnostics_samples,1,,Number Diagnostics Samples,,0,,,,Samples (AI If Easyq) In Diagnostics Mode,ENG,Engineering
515,number_beams_per_cell,1,,Number Beams Per Cell,,0,,,,Beams / Cell Number To Measure In Diagnostics Mode,ENG,Engineering
516,number_pings_diagnostic,1,,Number Pings Diagnostic,,0,,,,Pings In Diagnostics/Wave Mode,ENG,Engineering
517,use_dsp_filter,1,,Use Dsp Filter,,0,,,,Correct Using DSP Filter (0=No Filter- 1=Filter),ENG,Engineering
518,filter_data_output,1,,Filter Data Output,,0,,,,Filter Data Output (0=Total Corrected Velocity-1=Only Correction Part),ENG,Engineering
519,analog_input_address,1,,Analog Input Address,,0,,,,Analog Input Address,ENG,Engineering
520,software_version,1,,Software Version,,0,,,,Software Version,ENG,Engineering
521,velocity_adjustment_factor,1,,Velocity Adjustment Factor,,0,,,,Velocity Adjustment Factor,ENG,Engineering
522,file_comments,1,,File Comments,,0,,,,File Comments,ENG,Engineering
523,wave_data_rate,hz,,Wave Data Rate,,0,,,,Data Rate (0=1 Hz- 1=2 Hz),ENG,Engineering
524,wave_cell_position,1,,Wave Cell Position,,0,,,,Wave Cell Position (0=Fixed- 1=Dynamic),ENG,Engineering
525,dynamic_position_type,1,,Dynamic Position Type,,0,,,,Type Of Dynamic Position (0=% Of Mean Pressure- 1=Pct Of Min Re),ENG,Engineering
526,percent_wave_cell_position,1,,Percent Wave Cell Position,,0,,,,percentage for wave cell positioning (=32767_#%/100) (# means number of),ENG,Engineering
527,wave_transmit_pulse,1,,Wave Transmit Pulse,,0,,,,Wave Transmit Pulse,ENG,Engineering
528,fixed_wave_blanking_distance,counts,,Fixed Wave Blanking Distance,,0,,,,Fixed Wave Blanking Distance,ENG,Engineering
529,wave_measurement_cell_size,m,,Wave Measurement Cell Size,,0,,,,Wave Measurement Cell Size,ENG,Engineering
530,number_diagnostics_per_wave,1,,Number Diagnostics Per Wave,,0,,,,Number Of Diagnostics/Wave Samples,ENG,Engineering
531,number_samples_per_burst,1,,Number Samples Per Burst,,0,,,,For Vector Only. Number Of Samples Per Burst,ENG,Engineering
532,analog_scale_factor,1,,Analog Scale Factor,,0,,,,Analog Output Scale Factor (16384=1.0- Max=4.0),ENG,Engineering
533,correlation_threshold,1,,Correlation Threshold,,0,,,,Correlation Threshold For Resolving Ambiguities,ENG,Engineering
534,filter_constants,1,,Filter Constants,,0,,,,Stage Match Filter Constants (EZQ),ENG,Engineering
535,velocity_beam_a,counts,,MAVS Velocity Beam A,,0,,,,Velocity beam A counts as a 4 digit 2s complement HEX number,ENG,Engineering
536,velocity_beam_b,counts,,MAVS Velocity Beam B,,0,,,,Velocity beam B counts as a 4 digit 2s complement HEX number,ENG,Engineering
537,velocity_beam_c,counts,,MAVS Velocity Beam C,,0,,,,Velocity beam C counts as a 4 digit 2s complement HEX number,ENG,Engineering
538,velocity_beam_d,counts,,MAVS Velocity Beam D,,0,,,,Velocity beam D counts as a 4 digit 2s complement HEX number,ENG,Engineering
539,turbulent_velocity_east,cm s-1,,Eastward Turbulent Point Seawater Velocity,eastward_sea_water_velocity,1,,,VELPTTU-VLE,Turbulent Point Water Velocity is the measurement of current velocity- which can be used to derive turbulence data. Current velocity is measured within a 1 cm3 box by transmitting a sound pulse from the center transducer. The instrument measures the Doppler shift introduced by the reflections from particles suspended in the water- which is picked up by the 3 receivers that surround the center transducer. This data product is the eastward component of turbulent seawater velocity in earth coordinates relative to magnetic North. Units: cm s-1,L0,Science
